,2020-11-04 AM
NYT,"Continue reading the main story Skip to content Skip to site index  U.S. International Canada Español 中文 Today’s Paper    World U.S. Politics N.Y. Business Opinion Tech Science Health Sports Arts Books Style Food Travel Magazine T Magazine Real Estate Video World U.S. Politics N.Y. Business Opinion Tech Science Health Sports Arts Books Style Food Travel Magazine T Magazine Real Estate Video  Senate    47    47  DemocratsDem.*   Gained 1 seat+1 seat    47  RepublicansRep.   Lost 1 seat–1 seat    6  remaining     50                 DemocratsDem.*   Gained 1 seat+1 seat     RepublicansRep.   Lost 1 seat-1 seat      35 DemocratsDem. not up for election   30 RepublicansRep. not up for election     Gained 1 seat+1 seat   Lost 1 seat—1 seat     Flipped 2 seats (+1 net gain)   Flipped 1 seat    47    President    227    227  Joseph R. Biden Jr.Biden    213  Donald J. TrumpTrump    98  remaining     270to win                 Joseph R. Biden Jr.Biden     Donald J. TrumpTrump      69,041,035 votes (50.1%)   66,379,564 votes (48.2%)    213    House    191    191  DemocratsDem.   Lost 4 seats–4 seats    183  RepublicansRep.   Gained 4 seats+4 seats    61  remaining     218for control                 DemocratsDem.   Lost 4 seats-4 seats     RepublicansRep.   Gained 4 seats+4 seats      Lost 4 seats—4 seats   Gained 4 seats+4 seats     64,182,373 votes (49.3%)   64,225,045 votes (49.3%)     Flipped 2 seats   Flipped 6 seats (+4 net gain)    183   Election Turns Into Nail-Biter That May Extend for Days Key States Minn. › Maine › Fla. › Ohio › Texas › Ariz. › Wis. › N.C. › Ga. › Mich. › Nev. › Pa. › Live Updates  See Michigan results ›   Read more › Read more ›  See Nevada results ›   See Wisconsin results ›   See Wisconsin results ›   See Pennsylvania results ›    227    227  Joseph R. Biden Jr.Biden    213  Donald J. TrumpTrump    98  remaining     270to win                 Joseph R. Biden Jr.Biden     Donald J. TrumpTrump      69,041,035 votes (50.1%)   66,379,564 votes (48.2%)    213       See full presidential results     182	373 votes (49.3%)   64	225	045 votes (49.3%)     Flipped 2 seats   Flipped 6 seats (+4 net gain)    183   Biden Urges Patience as Trump Threatens Court Action Dawn broke over the United States with the presidential election undecided and the specter of hours or even days of uncertainty ahead.Several states counted millions of ballots in razor-thin contests that could tip the balance to President Trump or Joe Biden.President Trump made reckless and baseless claims and said he would go to the Supreme Court before the vote count was complete. Here’s the latest. President Senate House Photos See full results       Detroit     Brittany Greeson for The New York Times     Madison	 Wis.     Lauren Justice for The New York Times     Manhattan     Todd Heisler/The New York Times     Milwaukee     Chang W. Lee/The New York Times     Atlanta     Nicole Craine for The New York Times     Seattle     Grant Hindsley for The New York Times     Miami     Scott McIntyre for The New York Times             Detroit     Brittany Greeson for The New York Times     Madison	 Wis.     Lauren Justice for The New York Times     Manhattan     Todd Heisler/The New York Times     Milwaukee     Chang W. Lee/The New York Times     Atlanta     Nicole Craine for The New York Times     Seattle     Grant Hindsley for The New York Times     Miami     Scott McIntyre for The New York Times       Live Updates  See Michigan results ›   Read more › Read more ›  See Nevada results ›   See Wisconsin results ›  Live .css-11f6h48{margin-right:5px;}.css-11f6h48:hover{border-bottom:1px solid #e2e2e2;}The presidential race is too close to call. Officials are still tallying votes..css-m7dmkp{font-family:nyt-franklin	helvetica	arial	sans-serif;color:#d0021b;font-weight:600;font-size:0.75rem;line-height:0.8125rem;display:inline-block;}26m ago The four Democratic congresswomen of ‘the Squad’ all win re-election.2h ago Watching	 waiting and counting across America.3h ago Joe Biden has a narrow lead in Wisconsin.3h ago Nevada	 where Biden narrowly leads	 will not update results until Thursday.3h ago  .st0{fill:#f4564a}.st1{fill:#fff}.st2{fill:#2b8ad8}                           President   Forecast   What’s Left to Count   Senate   House   Exit Polls    .st0{fill:#f4564a}.st1{fill:#fff}.st2{fill:#2b8ad8}                           President   Forecast   What’s Left to Count   Senate   House   Exit Polls   How Biden and Trump Can Each Still Win the Presidency President Trump was able to close off several avenues to an early Joe Biden win	 but Mr. Biden still has a number of options. With Election Still Undecided	 Trump Falsely Claims Victory The claim was unprecedented in U.S. politics. President Trump also said vote counting should stop	 which the Biden campaign manager said “will not happen.” It was a long night. Here’s where things stand and how to follow along today. Wall Street Confronts an Uncertain Election Outcome As Election Day failed to produce a clear victor	 investors waited and watched. Stock futures swung between gains and losses. Here’s the latest. What’s Left in the Seven States That Will Decide the Race Though they’re still too close to call	 there are some indications of which way things might go. What We Know About the Vote in Wisconsin	 Michigan and Pennsylvania President Trump carried all three of the so-called “Blue Wall’’ states in 2016	 and they are pivotal battlegrounds again. Here’s where things stand. Democrats Battle for Senate Control as They Maintain Grip on House Majority Democrats’ path to seizing the Senate majority was rapidly narrowing as both parties continued to fight for control of the levers of power in Congress. Mark Kelly Defeats Martha McSally in Crucial Arizona Senate Race The former astronaut ran as an independent pragmatist	 flipping a seat vital to Democrats’ effort to wrest control of the Senate. Senator Joni Ernst	 Republican of Iowa	 won re-election	 overcoming a serious and well-financed Democratic challenge. Incumbents Hold Edge in New York	 but Mail Ballots Could Delay Results Democrats are close to a veto-proof supermajority in the State Senate	 but results might be delayed because of a torrent of mail-in ballots. Uber and Lyft Drivers in California Will Remain Independent The victory of Proposition 22	 the most expensive initiative in the state’s history	 could help gig companies remake labor laws throughout the country. Oregon decriminalized small amounts of heroin and cocaine	 and New Jersey and Arizona legalized marijuana. Madison Cawthorn	25	 won in North Carolina	 becoming the youngest Republican elected to the House. Raging Virus in Swing States Loomed Over Election DayAcross the United States	 voters cast ballots in a presidential election during a pandemic that was both a top issue and a threat. Here’s the latest. With Winter Coming and Trump Still in Charge	 Virus Experts Fear the WorstRegardless of the election results	 President Trump will be the one directing the government’s pandemic response as infections climb. Covid-19 Is the Big Story on Campus. College Reporters Have the Scoop.University outbreaks are significant contributors to the pandemic. The campus paper might be the only one left to cover them. A New Front Opens in the Russia-Ukraine Conflict: BorschtA Ukrainian chef is leading a drive to recognize the soup as an intangible part of the country’s cultural heritage. Olha Habro	76	 preparing borscht in Borshchiv	 Ukraine. Oksana Parafeniuk for The New York Times Home Sweet Home in Orbit Take a visual tour of the International Space Station	 humanity’s high-tech home in the sky. Take a BreakWe have tips for managing worry	 new films to stream and more ideas for relaxing at home today. Łukasz Golędzinowski Feeling on edge? We’ll help you take a deep breath. Opinion Farhad Manjoo2020 Should Be the Last Time We Vote Like ThisTurnout was inspiring	 but our voting system is badly flawed. Jeneen InterlandiI Love My Twin. How Did We End Up So Far Apart?The Democrats kept me but lost him.  Ross Douthat2020 Will Not Be Decisive Yuval LevinEither Trump or Biden Will Win. But Our Deepest Problems Will Remain. A Nation on Edge	 a Presidency in the Balance Ron SuskindWhat Will Trump Do After Election Day? Margaret O’MaraWhy the Social Media Rage Machine Won’t Stop Thomas B. EdsallBe Ready for a Lengthy	 Vicious Struggle Charlie WarzelYou’re Waiting for Election Results. It’s Agony. Here’s What to Do. Gus WezerekThe State That Could Decide How Far Republicans Will Go to Win Betsy MasonElection Maps Are Everywhere. Don’t Let Them Fool You. ‘Hamilton’ Was Just the Beginning. Hollywood Loves Broadway	 Again. Theaters may be closed	 but streamers and studios are flocking to the stage to meet the insatiable demand for content.  Review: Writers Pace the Streets	 and See Symptoms of Social IllsIn “The Walker	” Matthew Beaumont profiles some of literature’s most obsessive pedestrians to analyze their troubled relationships to their eras.  The Hardest Fight to Have With Your TeenIt’s rough for adolescents during the pandemic. Here’s what they’re going through and how you can help.  Continue reading the main story Let us know what you think © 2020 The New York Times Company NYTCo Contact Us Work with us Advertise T Brand Studio Your Ad Choices Privacy Policy Terms of Service Terms of Sale Site Map Canada International Help Subscriptions"""
WaPo,"Skip to main content Election 2020 Coronavirus Race & Reckoning Road to Recovery Opinions Investigations Tech World D.C., Md. & Va. Sports Arts & Entertainment Democracy Dies in Darkness Some battleground states remain too close to call in the presidential race. See where votes are still being counted. Election 2020 Counting continues in key battlegrounds Senate House View details                                                    Full resultsarrow-right LIVE UPDATESAccess to these updates is free Trump falsely asserts fraud, claims a victory 10:00AMPennsylvania AG: Vote count ‘will take as long as it takes’ 9:57AMRoger Marshall, a Republican, has won the Senate race in Kansas, according to Edison Research. 9:57AMMark Warner, a Democrat, has won the Senate race in Virginia, according to Edison Research. U.S. awakes to uncertainty as Biden urges patience Anne Gearan Philip Rucker Trump blatantly seeks to undermine democracy with false claim of victory, attempt to subvert election Dan Balz Here’s what we know about key states that are still counting ballots Meryl Kornfield Michelle Ye Hee Lee Reis Thebault  Where votes are still being counted How Trump or Biden could win, mapped Aaron Blake Shelly Tan Senate races to watch Ala. Ariz. Colo. Iowa Maine Mont. N.C. S.C. Republicans clinging to Senate majority Seung Min Kim Paul Kane Democrats hang on to the House majority, but fall far short of their hopes for expansion Rachael Bade Juliet Eilperin Steven Mufson Amber Phillips Statehouse elections could shift dynamics in key swing states We still don’t know much about this election — except that the media and pollsters blew it again Margaret Sullivan USPS disregards court order to conduct sweeps in 12 postal districts after more than 300,000 ballots can’t be traced Jacob Bogage Christopher Ingraham States to watchHere’s where the results stand in key states and our estimates of the ballots counted so far. View details. Press Enter to skip to end of carousel Pennsylvania Full Pa. results → Michigan Full Mich. results → Wisconsin Full Wis. results → Arizona Full Ariz. results → Georgia Full Ga. results → North Carolina Full N.C. results → Nevada Full Nev. results → Texas Full Tex. results →  As votes are counted, Americans remain anxious Teo Armus Confusion and conflict stir online after Trump’s premature claim of victory Craig Timberg Tony Romm Isaac Stanley-Becker Drew Harwell Trump campaign was livid when Fox News called Arizona for Biden — and tensions boiled over on air Sarah Ellison After a night of red and blue mirages, TV anchors and pundits push back on Trump’s false claim of victory Election night TV was high anxiety and Trump taking us to a new low. We can’t say we weren’t warned. Hank Stuever  Exit polls: Voters worried about economy, pandemic and racial inequality Brittany Renee Mayes Leslie Shapiro Chris Alcantara Scott Clement Emily Guskin  In Trump’s Washington, the day that never ended Dan Zak Clyde McGrady Voting in D.C., Md. & Va. Republican Bob Good, a former county supervisor, beats Democrat to keep Virginia House district red Meagan Flynn Results from Virginia Christina Henderson leading in race for open at-large D.C. Council seat Fenit Nirappil Julie Zauzmer Michael Brice-Saddler Lola Fadulu Results from D.C. Maryland voters turn out in force Rebecca Tan Ovetta Wiggins Rachel Chason Results from Maryland Opinions  We didn’t get quick clarity. Here’s what we know so far. Jennifer Rubin  I’d like to announce right now that I have won the 2024 Olympics Alexandra Petri  Win or lose, Trump has once again left the elites flabbergasted Gary Abernathy  What’s more important than a timely election result: Counting all the votes Editorial Board  The voters have spoken. Now we’re going to hear from the lawyers. Dana Milbank  We’ve spent the past four years living in a TV show. It’s time to wake up. Alyssa Rosenberg  Day by day in 2020, the calendar is a trap Rachel Manteuffel  Why Beethoven doesn’t deserve to be canceled Guide to the Pandemic Places with highest daily reported cases per capitaSeven-day average of daily new reported cases per 100,000 residents Track the spread: Across the U.S. Worldwide Road to Recovery A beach bar on the Florida-Alabama border reclaims its Mullet Toss — masks optional Hannah Denham A top baseball prospect’s Southern California  scholarship was lost to the pandemic The coronavirus keeps most London theaters dark, while performers stock grocery shelves Karla Adam William Booth Your Life at Home Phone and email scammers have pivoted during the pandemic. Here’s how to protect yourself. Laura Daily How to embrace being outdoors in winter, rather than dreading it A guide to lentils: How to choose and use the tiny protein-packed powerhouses Becky Krystal  Full coverage and resources  Asked and answered: What to know about coronavirus  FAQ: What to know about masks and covid-19  Sign up to get our Coronavirus Updates newsletter Coronavirus LIVE UPDATES Exit polls show pandemic is not  voters’ top issue as hospitals sound alarm Antonia Noori Farzan Rick Noack Paulina Villegas  The coronavirus is surging, but Canada is keeping schools open Amanda Coletta Road to Recovery A beach bar on the Fla.-Ala. border holds its Mullet Toss, masks optional Hannah Denham Conservatives hope new Supreme Court majority will redefine religious liberty precedents Michelle Boorstein Cruising won’t resume in U.S. waters until 2021, with lines renewing a voluntary suspension Shannon McMahon  Americans wait for relief Robin Givhan It’s not over yet Apple Podcasts, Google Podcasts, Stitcher Morning MixStories from all over  Oregon decriminalizes possession of hard drugs, as four other states legalize recreational marijuana  Jaclyn Peiser  North Carolina Republican Madison Cawthorn, 25, will be the youngest member of Congress Katie Shepherd  A North Dakota Republican died of covid-19 in October. He still won his election. Teo Armus  Marjorie Taylor Greene, who backs QAnon and has made racist remarks, wins congressional seat Andrea Salcedo  Phone and email scammers have pivoted during the pandemic. Here’s how to protect yourself. Laura Daily  A pair of kayakers in California barely avoid being swallowed by a humpback whale Des Bieler  How to embrace being outdoors in winter, rather than dreading it  Seven recipes to use up all that leftover Halloween candy Becky Krystal Swing states continue counting while election winner remains in balance  Today’s Print Stories  e-Replica Edition  Share news tips with us confidentially  Washington Post Apps Politics  Amid pandemic and polarization, voters break turnout records in some key states Jenna Johnson Jose A. Del Real Wrongly convicted, he was on death row for decades. On Tuesday, he cast a vote for president. Darren Sands Biden says he is confident of victory, asks supporters to have patience  Sean Sullivan Trump was almost guaranteed victory in Mississippi. Voters flooded the polls anyway. World At least 5 dead after gun attack by Islamic State sympathizer in Vienna Loveday Morris Luisa Beck  Tight American election transfixes world, fuels fears over U.S. democracy Eva Dou Robyn Dixon Michael Birnbaum Rick Noack Ethiopia sends troops into renegade northern province as long-simmering tensions explode Afghanistan’s one-man crusade to combat Kabul’s crime wave Pamela Constable National  They waited 15 years for an accessible polling site after Katrina. Then another hurricane hit.  States split on abortion measures but advanced marijuana legalization Paige Winfield Cunningham  U.S. officials see no evidence of hacking of American voting systems Joseph Marks U.S. undertook cyber operation against Iran as part of effort to secure the 2020 election Ellen Nakashima Unusual and enduring warmth to spread over central, eastern U.S. Matthew Cappucci D.C., Md. & Va.  Crowd gathers outside White House as ballots are counted across the country Joe Heim Rachel Chason Kyle Swenson Justin Jouvenal Virginians approve turning redistricting over to commission Rachel Weiner D.C. voters appear to approve ballot question to decriminalize psychedelic mushrooms Justin Wm. Moyer Capital Weather Gang D.C.-area forecast: Great stretch of weather straight through the weekend Dan Stillman Known coronavirus deaths and cases Going Out Guide  GALA Theatre is a covid-19 ‘guinea pig’: first District theater to resume live indoor performance Thomas Floyd This artist is inspired by landscape, whether terrestrial, cosmic or internal Where to find Thanksgiving takeout in D.C., whether you’re dining solo or with a small group Real Estate In NW D.C.’s Cathedral Heights, people don’t mind their oasis being overlooked Cautionary tale on why home sellers need their own attorney at the closing Virtual walk-run event to support rent assistance for Northern Virginia low-income tenants   Business & Technology  Florida votes to raise minimum wage to $15 an hour Eli Rosenberg  Stock futures edge higher after choppy overnight trading amid wait for election results Taylor Telford  Wall Street wanted clear election winners. Expect volatility until then. Tory Newmyer  California voters sided with Uber, denying drivers benefits by classifying them as contractors Faiz Siddiqui Nitasha Tiku How Twitter, YouTube and other Big Tech firms plan to handle potential confusion Heather Kelly The election is far more secure than four years ago. But experts are still eyeing these five things. Joseph Marks Health & Science  The U.S. just left the Paris climate accord, even as the presidential race is undecided Dino Grandoni  Doctors, hospitals blast Trump’s baseless claims they inflate coronavirus deaths for money Paige Winfield Cunningham  Humans have been living aboard the International Space Station for 20 years. What comes next? Christian Davenport  Pregnant women are more likely to die from the coronavirus, though risk remains small William Wan Sports  Baseball’s Black managers are celebrating Dave Roberts’ win and calling for change Michael Lee Diego Maradona recovering from surgery to remove blood clot in his brain Des Bieler Cindy Boren How to devalue a first-round quarterback, by the Washington Football Team Barry Svrluga John Elway tests positive for coronavirus; Cowboys place QB Andy Dalton on covid-19 list Mark Maske Nicki Jhabvala USMNT announces Euro-heavy roster and second friendly Steven Goff Lifestyle  I feel dismissed by my tween. How can I connect while still holding boundaries? Meghan Leahy  You’re stressed. Take a break and look at this tiny chipmunk restaurant.  I had to let my kids in on the darkness of this election, to show them the hope Advice Friend’s mocking boyfriend has her all bottled up Ask Amy: A woman waits for an ‘I love you’ Miss Manners: Cousin’s lack of immediate disclosure rankles The LilyElevating stories about women  She’s a combat veteran on a motorcycle. Could MJ Hegar flip a Senate seat in Texas?  Election stress disorder is a real thing. Here’s what you can do about it.  Women represent only one-third of expert voices in coronavirus media coverage, study shows  Voting for the first time? We break it down into 3 simple steps. Arts & Entertainment  ‘The Queen’s Gambit’ is mesmerizing, but it resorts to a harmful trope Bethonie Butler  If nothing else, ‘B Positive’ gives hope that mundane TV must go on Hank Stuever  Frederick Wiseman, the dean of documentary filmmaking, turns his attention to local government Ann Hornaday If ever there was a moment for Richard Wagner, it is 2020 Michael Dirda In this high-tech horror film, a boogeyman terrorizes a little boy via a mobile app Michael O'Sullivan FoodIncluding recipes and tips from Voraciously  A guide to lentils: How to choose and use the tiny protein-packed powerhouses Becky Krystal  Thanksgiving goes virtual: How to carve out new traditions Jura Koncius  Hosting Thanksgiving outdoors? Don’t forget the blankets and hand sanitizer. Jura Koncius  A creamy mushroom sauce makes this skirt steak recipe worth slowing down to savor Ann Maloney TravelIncluding news and tips from By The Way  These furloughed flight attendants used their final trips to say emotional farewells Natalie B. Compton  Cruising won’t resume in U.S. waters until 2021, with lines renewing a voluntary suspension Shannon McMahon  Machu Picchu reopens to visitors after 8-month shutdown   Shannon McMahon  How Blue Fern Travel co-founder Stefan Woehlke would spend a perfect day in D.C. Thomas Floyd commentComics crosswordCrosswords mahjonggMah Jongg sudokuSudoku wordwipeWordwipe horoscopesHoroscopes solitaireSolitaire tvlistingsTV Listing commentComics crosswordCrosswords mahjonggMah Jongg sudokuSudoku wordwipeWordwipe horoscopesHoroscopes solitaireSolitaire tvlistingsTV Listing commentComics crosswordCrosswords mahjonggMah Jongg sudokuSudoku wordwipeWordwipe horoscopesHoroscopes solitaireSolitaire tvlistingsTV Listing Public Relations Careers Diversity & Inclusion Newspaper in Education Today's Paper WP BrandStudio Events Policies & Standards Home Delivery Digital Subscription Gift Subscriptions Mobile & Apps Newsletters & Alerts Washington Post Live Reprints & Permissions Post Store Books & eBooks e-Replica Contact the Newsroom Contact Customer Care Reader Representative Advertise Licensing & Syndication Request a Correction Send a News Tip Digital Products Terms of Sale Print Products Terms of Sale Terms of Service Privacy Policy Submissions & Discussion Policy RSS Terms of Service Ad Choices washingtonpost.com washingtonpost.com Contact the Newsroom Contact Customer Care Request a Correction Send a News Tip Download the Washington Post App Policies & Standards Terms of Service Privacy Policy Print Products Terms of Sale Digital Products Terms of Sale Submissions & Discussion Policy RSS Terms of Service Ad Choices"
